Titulo,Link,precio_normal,precio_online,precio_tarjeta_oh,disponible,marca,link_imagen,tarjeta,sku,teclado_iluminado,lector_de_huella,camara_web,conectividad,bluetooh,disco_duro,cantidad_entrada_hdmi,cantidad_entrada_usb,garantia,ram,modelo,procesador,velocidad_del_procesador,resolucion_pantalla,sistema_operativo,tamaño_de_pantalla,tarjeta_de_video,tipo_de_pantalla,pantalla_touch,bateria,duracion_bateria,tipo_producto,parlantes,largo_cm,ancho_cm,espesor_cm,peso_kg,disponibilidad
"Laptop Lenovo Thinkbook 14 G3 14"" Mineral Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkbook-14-g3-14--mineral-gray--gris--1000242625/p,"S/. 6,389.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 7420 14"" Carbon Fiber",https://www.oechsle.pe/laptop-dell-latitude-7420-14--carbon-fiber-1000242624/p,"S/. 10,769.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG Gram 16"" Blanco",https://www.oechsle.pe/laptop-lg-gram-16--blanco-1000242623/p,"S/. 8,409.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 1030 G8 13.3"" Multi-Touch 2 en 1 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1030-g8-13-3--multi-touch-2-en-1--solo-wi-fi--1000242620/p,"S/. 15,459.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X1 Yoga Gen 6  14""Multi-touch 2-en-1 Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x1-yoga-gen-6--14-multi-touch-2-en-1-storm-gray--gris--1000242619/p,"S/. 15,249.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo V14, 14"" Ryzen 7 4700U, 8GB RAM, 1TB HDD, FreeDOS",https://www.oechsle.pe/laptop-lenovo-v14-14--ryzen-7-4700u-8gb-ram-1tb-hdd-freedos-1000242611/p,"S/. 3,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Vostro 3400 14"", Intel Core i5-1135G7, 8GB RAM, 1TB HDD, Windows 10 Pro",https://www.oechsle.pe/laptop-dell-vostro-3400-14--intel-core-i5-1135g7-8gb-ram-1tb-hdd-windows-10-pro-1000242610/p,"S/. 3,749.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Vostro 3400 14"", Intel Core i7-1165G7, 8GB RAM, 512GB SSD, MX330 2GB, Sin Sist Operativo",https://www.oechsle.pe/laptop-dell-vostro-3400-14--intel-core-i7-1165g7-8gb-ram-512gb-ssd-mx330-2gb-sin-sist-operativo-1000242605/p,"S/. 4,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 250 G7 15.6"" Intel Core i3-1005G1, RAM 8GB, HDD 1TB, FreeDOS",https://www.oechsle.pe/laptop-hp-250-g7-15-6--intel-core-i3-1005g1-ram-8gb-hdd-1tb-freedos-1000242593/p,"S/. 3,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP 250 G7 15.6"" Intel Core i3-1005G1, RAM 4GB, HDD 1TB, FreeDOS",https://www.oechsle.pe/laptop-hp-250-g7-15-6--intel-core-i3-1005g1-ram-4gb-hdd-1tb-freedos-1000242591/p,"S/. 2,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Yoga Gen 6 11.6""11e Multi-touch 2-en-1",https://www.oechsle.pe/laptop-lenovo-thinkpad-yoga-gen-6-11-6-11e-multi-touch-2-en-1-1000242558/p,"S/. 5,449.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Panasonic Toughbook 55 14""",https://www.oechsle.pe/laptop-panasonic-toughbook-55-14--1000242554/p,"S/. 20,119.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 7320 13.3"" Carbon Fiber",https://www.oechsle.pe/laptop-dell-latitude-7320-13-3--carbon-fiber-1000242553/p,"S/. 13,769.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Summit E13FLIPOEVO 13.4"" 2-en-1 Ink Black (Negro)",https://www.oechsle.pe/laptop-msi-summit-e13flipoevo-13-4--2-en-1-ink-black--negro--1000242551/p,"S/. 10,949.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Chromebook X360 11 G3 EE 11.6"" 32GB Multi-touch 2-en-1",https://www.oechsle.pe/laptop-hp-chromebook-x360-11-g3-ee-11-6--32gb-multi-touch-2-en-1-1000242547/p,"S/. 2,159.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook 840 G8 14""",https://www.oechsle.pe/laptop-hp-elitebook-840-g8-14--1000242545/p,"S/. 13,769.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5520 15.6"" Multi-Touch",https://www.oechsle.pe/laptop-dell-latitude-5520-15-6--multi-touch-1000242542/p,"S/. 14,409.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 7320 13.3""Carbon Fiber",https://www.oechsle.pe/laptop-dell-latitude-7320-13-3-carbon-fiber-1000242540/p,"S/. 10,939.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop ASUS Zenbook Flip 13 OLED 13,3"" Multi-Touch 2 en 1",https://www.oechsle.pe/laptop-asus-zenbook-flip-13-oled-133--multi-touch-2-en-1--1000242526/p,"S/. 8,849.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 Gen 9 14""",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-gen-9-14--1000242523/p,"S/. 15,739.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 7420 14"" Carbon Fiber",https://www.oechsle.pe/laptop-dell-latitude-7420-14--carbon-fiber-1000242518/p,"S/. 12,509.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 Nano Gen 1 13"" Multi-touch",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-nano-gen-1-13--multi-touch-1000242516/p,"S/. 13,619.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Pavilion X360 14-DW1077NR 14"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-hp-pavilion-x360-14-dw1077nr-14--multi-touch-2-en-1-1000242512/p,"S/. 4,769.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP ProBook 650 G8 15.6""",https://www.oechsle.pe/laptop-hp-probook-650-g8-15-6--1000242346/p,"S/. 10,039.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 Nano Gen 1 13"" Multi-Touch Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-nano-gen-1-13--multi-touch-negro-1000241141/p,"S/. 15,609.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Core Innovations CLT146401 Serie 14.1"" Rosado",https://www.oechsle.pe/laptop-core-innovations-clt146401-serie-14-1--rosado-1000241140/p,"S/. 2,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 Nano Gen 1 13"" Multi-touch Black with Carbon Fiber Weav (Negro)",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-nano-gen-1-13--multi-touch-black-with-carbon-fiber-weav--negro--1000241139/p,"S/. 15,749.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Zbook Firefly 15 G8 I7-1165 16GB 512GB IX + T500 Windows 11 Pro DG W10 15.6""",https://www.oechsle.pe/laptop-hp-zbook-firefly-15-g8-i7-1165-16gb-512gb-ix---t500-windows-11-pro-dg-w10-15-6---1000241135/p,"S/. 14,959.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X1 Titanium Yoga Gen 1 13.5"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-lenovo-thinkpad-x1-titanium-yoga-gen-1-13-5--multi-touch-2-en-1-1000241132/p,"S/. 13,229.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Zbook Firefly 15 G8 I7-1165 32GB 512GB IX Windows 11 Pro DG W10 15.6""",https://www.oechsle.pe/laptop-hp-zbook-firefly-15-g8-i7-1165-32gb-512gb-ix-windows-11-pro-dg-w10-15-6---1000241131/p,"S/. 14,959.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG Gram  14"" Multi-Touch 2-en-1 Negro",https://www.oechsle.pe/laptop-lg-gram--14--multi-touch-2-en-1-negro-1000241130/p,"S/. 10,159.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-touch Surface 13.5"" Negro Mate, Metal",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-13-5--negro-mate-metal-1000241127/p,"S/. 7,549.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo 14""IDEPAD FLEX 5 Laptop Multi-Touch 2-en 1 Gris Grafito",https://www.oechsle.pe/lenovo-14-idepad-flex-5-laptop-multi-touch-2-en-1-gris-grafito-1000241126/p,"S/. 4,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo IdeaPad Flex 5 14ALC05 Multi-Touch 2-in1  14"" Grafity Grey (Gris)",https://www.oechsle.pe/laptop-lenovo-ideapad-flex-5-14alc05-multi-touch-2-in1--14--grafity-grey--gris--1000241122/p,"S/. 5,959.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 Nano 1ra Gen 13"" Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-nano-1ra-gen-13--negro-1000241115/p,"S/. 12,229.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 3120 11.6"" Gris",https://www.oechsle.pe/laptop-dell-latitude-3120-11-6--gris-1000241111/p,"S/. 2,579.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Summit E16 Flip Series 16""Multi-touch 2-en-1",https://www.oechsle.pe/laptop-msi-summit-e16-flip-series-16-multi-touch-2-en-1-1000241109/p,"S/. 16,579.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro con M1 Pro Chip 14.2"" Laptop 2021 Space Gray (Gris)",https://www.oechsle.pe/apple-macbook-pro-con-m1-pro-chip-14-2--laptop-2021-space-gray--gris--1000241104/p,"S/. 18,699.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X1 Yoga Gen 6 14"" Multi-touch 2-en-1 Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x1-yoga-gen-6-14--multi-touch-2-en-1-storm-gray--gris--1000241101/p,"S/. 15,689.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 1030 G8 13.3"" Multi-Touch 2 en 1 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1030-g8-13-3--multi-touch-2-en-1--solo-wi-fi--1000241100/p,"S/. 16,719.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 9420 14""",https://www.oechsle.pe/laptop-dell-latitude-9420-14--1000241098/p,"S/. 15,719.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5420 14""",https://www.oechsle.pe/laptop-dell-latitude-5420-14--1000241093/p,"S/. 9,429.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 2da Gen  13.3"" Multi-Touch Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-2da-gen--13-3--multi-touch-storm-gray--gris--1000241092/p,"S/. 11,619.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop LG Gram 16"" Multi-Touch 2-en-1 Negro Obsidiana",https://www.oechsle.pe/laptop-lg-gram-16--multi-touch-2-en-1-negro-obsidiana-1000241090/p,"S/. 14,819.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop ThinkPad X13 2da Gen 13.3"" Multi-Touch Storm Gray (Gris)",https://www.oechsle.pe/laptop-thinkpad-x13-2da-gen-13-3--multi-touch-storm-gray--gris--1000241086/p,"S/. 12,439.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo 300E 11.6"" Multi-Touch 2-en-1 Segunda Generación",https://www.oechsle.pe/laptop-lenovo-300e-11-6--multi-touch-2-en-1-segunda-generacion-1000241084/p,"S/. 3,269.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo hinkPad X1 Yoga Gen 6 14"" Multi-touch 2-en-1 Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-hinkpad-x1-yoga-gen-6-14--multi-touch-2-en-1-storm-gray--gris--1000241083/p,"S/. 15,389.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X1 Yoga 6ta Gen 14"" Multi-touch 2-en-1 Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x1-yoga-6ta-gen-14--multi-touch-2-en-1-storm-gray--gris--1000241081/p,"S/. 15,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 Gen 9 14""",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-gen-9-14--1000241080/p,"S/. 12,679.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Probook X360 11 G7 11.6"" Multi-Touch 2-en-1 (Edición de Educación)",https://www.oechsle.pe/laptop-hp-probook-x360-11-g7-11-6--multi-touch-2-en-1--edicion-de-educacion--1000241078/p,"S/. 3,169.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Elite Folio X2 G8 13.5"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-elite-folio-x2-g8-13-5--multi-touch-2-en-1-1000241075/p,"S/. 16,449.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5420 14""",https://www.oechsle.pe/laptop-dell-latitude-5420-14--1000241072/p,"S/. 12,629.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 Gen 2 13.3"" Villi Black",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-gen-2-13-3--villi-black-1000241069/p,"S/. 12,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 Yoga 2da Gen 13.3"" Multi-touch 2-en-1 Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-yoga-2da-gen-13-3--multi-touch-2-en-1-negro-1000241065/p,"S/. 14,079.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 7420 14"" Carbon Fiber",https://www.oechsle.pe/laptop-dell-latitude-7420-14--carbon-fiber-1000241064/p,"S/. 14,319.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Mobile Precision 5550 15.6"" Titan Grey (Gris)",https://www.oechsle.pe/laptop-dell-mobile-precision-5550-15-6--titan-grey--gris--1000241061/p,"S/. 15,529.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5520 15.6""",https://www.oechsle.pe/laptop-dell-latitude-5520-15-6--1000241060/p,"S/. 9,829.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell  Latitude 7420 Multi-Touch 2-en-1 Carbon Fiber,https://www.oechsle.pe/laptop-dell--latitude-7420-multi-touch-2-en-1-carbon-fiber-1000241057/p,"S/. 14,869.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook Flip 14 J401MA 14"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-asus-vivobook-flip-14-j401ma-14--multi-touch-2-en-1-1000241056/p,"S/. 2,789.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 Gen 9 14""",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-gen-9-14--1000241055/p,"S/. 13,919.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E14  3era Gen 14"" Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-e14--3era-gen-14--negro-1000241053/p,"S/. 7,399.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Elite Dragonfly G2 13.3"" Multi-touch 2-en-1",https://www.oechsle.pe/laptop-hp-elite-dragonfly-g2-13-3--multi-touch-2-en-1--1000241047/p,"S/. 13,789.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell  Latitude 9520 15"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-dell--latitude-9520-15--multi-touch-2-en-1-1000241044/p,"S/. 14,149.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 1040 G8 14"" Multi-Touch 2-en-1 (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1040-g8-14--multi-touch-2-en-1--solo-wi-fi--1000241043/p,"S/. 15,099.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 Gen 2 13.3"" Villi Black (Negro)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-gen-2-13-3--villi-black--negro--1000241041/p,"S/. 11,869.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X1 Yoga 6ta Gen 14"" Multi-touch 2-en-1 Storm Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x1-yoga-6ta-gen-14--multi-touch-2-en-1-storm-gray--gris--1000241037/p,"S/. 17,089.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 Yoga 2da Gen 13.3"" Multi-touch 2-en-1 Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-yoga-2da-gen-13-3--multi-touch-2-en-1-negro-1000241036/p,"S/. 10,469.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo Ideapad 3i  17.3"" Arctic Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-ideapad-3i--17-3--arctic-gray--gris--1000241035/p,"S/. 4,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5520 de 15,6"" Plateado",https://www.oechsle.pe/laptop-dell-latitude-5520-de-156--plateado-1000241028/p,"S/. 10,039.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X1 Titanium Yoga 1ra Gen 13.5"" Multi-Touch 2-en-1",https://www.oechsle.pe/laptop-lenovo-thinkpad-x1-titanium-yoga-1ra-gen-13-5--multi-touch-2-en-1-1000241023/p,"S/. 14,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkBook Plus IML 13.3"" con pantalla táctil secundario de 10.8"" E-Ink Touchscreen",https://www.oechsle.pe/laptop-lenovo-thinkbook-plus-iml-13-3--con-pantalla-tactil-secundario-de-10-8--e-ink-touchscreen-1000241021/p,"S/. 7,359.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Gamer Asus Republic of Gamers Strix Scar 15 15.6""",https://www.oechsle.pe/laptop-gamer-asus-republic-of-gamers-strix-scar-15-15-6--1000240933/p,"S/. 17,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Creator 17 17.3""",https://www.oechsle.pe/laptop-msi-creator-17-17-3--1000240932/p,"S/. 22,639.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad Carbon X1 Gen 9 14""",https://www.oechsle.pe/laptop-lenovo-thinkpad-carbon-x1-gen-9-14--1000240931/p,"S/. 17,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Elite Dragonfly Max 13.3"" Multi-touch 2-en-1  (solo Wi-Fi)",https://www.oechsle.pe/laptop-hp-elite-dragonfly-max-13-3--multi-touch-2-en-1---solo-wi-fi--1000240928/p,"S/. 16,319.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Microsoft Multi-touch Surface 13.5"" Negro Mate, Metal",https://www.oechsle.pe/laptop-microsoft-multi-touch-surface-13-5--negro-mate-metal-1000240925/p,"S/. 14,439.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP EliteBook X360 1040 G8 14"" Multi-Touch 2-1 (Wi-Fi + 4G LTE)",https://www.oechsle.pe/laptop-hp-elitebook-x360-1040-g8-14--multi-touch-2-1--wi-fi---4g-lte--1000240924/p,"S/. 19,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Probook X360 11 G7 11.6 Multi-Touch 2-en-1 (Edición de Educación),https://www.oechsle.pe/laptop-hp-probook-x360-11-g7-11-6-multi-touch-2-en-1--edicion-de-educacion--1000240922/p,"S/. 5,389.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 2da Gen 13.3"" Multi-Touch Storm Gray",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-2da-gen-13-3--multi-touch-storm-gray-1000240919/p,"S/. 13,649.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E14 Gen 2 14"" Multi-touch",https://www.oechsle.pe/laptop-lenovo-thinkpad-e14-gen-2-14--multi-touch-1000240913/p,"S/. 8,909.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Creator Z16 16"" Multi-Touch",https://www.oechsle.pe/laptop-msi-creator-z16-16--multi-touch-1000240906/p,"S/. 15,599.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook S15 S533EA-DH74 15.6""Indie Black (Negro)",https://www.oechsle.pe/laptop-asus-vivobook-s15-s533ea-dh74-15-6-indie-black--negro--1000240905/p,"S/. 6,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad T15P 2da Gen  15.6"" Negro con 3 años de Premier Support",https://www.oechsle.pe/laptop-lenovo-thinkpad-t15p-2da-gen--15-6--negro-con-3-a%c3%b1os-de-premier-support-1000240900/p,"S/. 15,549.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook F515 15.6"" Slate Gray",https://www.oechsle.pe/laptop-asus-vivobook-f515-15-6--slate-gray-1000240897/p,"S/. 5,819.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop MSI Summit E13FLIPOEVO 13.4"" 2-en-1 Blanco",https://www.oechsle.pe/laptop-msi-summit-e13flipoevo-13-4--2-en-1-blanco-1000240891/p,"S/. 9,479.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Dell Latitude 5320 2-en-1 13.3"" Multi-Touch",https://www.oechsle.pe/laptop-dell-latitude-5320-2-en-1-13-3--multi-touch-1000240884/p,"S/. 13,729.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Chromebook 11 G8 EE 11.6"" 32GB",https://www.oechsle.pe/laptop-hp-chromebook-11-g8-ee-11-6--32gb--1000240883/p,"S/. 1,979.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad L13 Yoga 2da Gen 13.3"" Multi-Touch 2-en-1  Negro",https://www.oechsle.pe/laptop-lenovo-thinkpad-l13-yoga-2da-gen-13-3--multi-touch-2-en-1--negro-1000240867/p,"S/. 9,139.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad P1 3era Gen 15.6""",https://www.oechsle.pe/laptop-lenovo-thinkpad-p1-3era-gen-15-6--1000240866/p,"S/. 21,989.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad E14 2da Gen 14""",https://www.oechsle.pe/laptop-lenovo-thinkpad-e14-2da-gen-14--1000240865/p,"S/. 7,219.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Probook X360 11 G7 11.6"" Multi-Touch 2-en-1 (Edición de Educación)",https://www.oechsle.pe/laptop-hp-probook-x360-11-g7-11-6--multi-touch-2-en-1--edicion-de-educacion--1000240858/p,"S/. 4,299.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Pavilion 15-EG0032NR 15.6"" Multi-Touch",https://www.oechsle.pe/laptop-hp-pavilion-15-eg0032nr-15-6--multi-touch-1000240850/p,"S/. 4,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Zbook Firefly 15 G8 I7-1185 32GB 512GB + 32GB IX Windows 11 Pro DG W10 15.6""",https://www.oechsle.pe/laptop-hp-zbook-firefly-15-g8-i7-1185-32gb-512gb---32gb-ix-windows-11-pro-dg-w10-15-6---1000240849/p,"S/. 17,229.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop HP Zbook Firefly 15 G8 I7-1185 16GB 512GB + 32GB IX + T500 Windows 11 Pro DG W10 15.6""",https://www.oechsle.pe/laptop-hp-zbook-firefly-15-g8-i7-1185-16gb-512gb---32gb-ix---t500-windows-11-pro-dg-w10-15-6---1000240846/p,"S/. 17,429.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Asus VivoBook F515 15.6"" Slate Gray (Gris)",https://www.oechsle.pe/laptop-asus-vivobook-f515-15-6--slate-gray--gris--1000240841/p,"S/. 5,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Lenovo ThinkPad X13 2da Gen 13.3"" Multi-Touch Space Gray (Gris)",https://www.oechsle.pe/laptop-lenovo-thinkpad-x13-2da-gen-13-3--multi-touch-space-gray--gris--1000240838/p,"S/. 12,139.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
